Brent + 3Y;;Brent + 2Y;;Brent + 1Y;;Brent + 6M;;WTI + 3Y;;WTI + 2Y;;WTI + 1Y;;WTI + 6M;
Date;COM1 Comdty;Date;COM0 Comdty;Date;COM9 Comdty;Date;COZ8 Comdty;Date;CLK1 Comdty;Date;CLK0 Comdty;Date;CLK9 Comdty;Date;CLX8 Comdty
24.11.2014;90,69;22.11.2017;56,89;14.05.2014;92,78;14.05.2013;88,71;;;;;21.06.2017;46,59;17.06.2016;52,34
25.11.2014;90,28;23.11.2017;57,2;15.05.2014;93,28;15.05.2013;89,25;;;;;22.06.2017;46,69;20.06.2016;53,43
26.11.2014;89,82;24.11.2017;57,31;16.05.2014;93,5;16.05.2013;89,06;;;;;23.06.2017;46,73;21.06.2016;53,58
27.11.2014;87,79;27.11.2017;57,65;19.05.2014;93,22;17.05.2013;89;;;;;26.06.2017;46,92;22.06.2016;53,47
28.11.2014;87,5;28.11.2017;57,78;20.05.2014;93,45;20.05.2013;89;;;;;27.06.2017;47,64;23.06.2016;54,29
01.12.2014;89,32;29.11.2017;57,35;21.05.2014;93,32;21.05.2013;89,1;;;;;28.06.2017;48,07;24.06.2016;52,27
02.12.2014;87,89;30.11.2017;57,19;22.05.2014;93,75;22.05.2013;89,09;;;;;29.06.2017;48,37;27.06.2016;51,67
03.12.2014;87,41;01.12.2017;57,51;23.05.2014;93,99;23.05.2013;88,93;;;;;30.06.2017;49,28;28.06.2016;53,42
04.12.2014;85,93;04.12.2017;57,26;26.05.2014;94,12;24.05.2013;88,79;;;;;03.07.2017;50,21;29.06.2016;55,41
05.12.2014;84,96;05.12.2017;57,71;27.05.2014;94,13;27.05.2013;88,78;;;;;05.07.2017;48,78;30.06.2016;54,13
08.12.2014;82,65;06.12.2017;56,96;28.05.2014;94,28;28.05.2013;88,97;;;;;06.07.2017;48,87;01.07.2016;55,28
09.12.2014;82,48;07.12.2017;57,63;29.05.2014;93,96;29.05.2013;88,35;;;;;07.07.2017;47,78;05.07.2016;53,76
10.12.2014;80,83;08.12.2017;58;30.05.2014;94,34;30.05.2013;88,3;;;;;10.07.2017;48,24;06.07.2016;54,8
11.12.2014;80,75;11.12.2017;58,3;02.06.2014;94,51;31.05.2013;88,32;;;;;11.07.2017;48,71;07.07.2016;53,05
12.12.2014;79,37;12.12.2017;57,43;03.06.2014;94,43;03.06.2013;89,41;;;;;12.07.2017;48,6;08.07.2016;53,68
15.12.2014;77,85;13.12.2017;56,36;04.06.2014;94,17;04.06.2013;89,21;;;;;13.07.2017;48,95;11.07.2016;53,62
16.12.2014;75,83;14.12.2017;56,89;05.06.2014;94,62;05.06.2013;89,19;;;;;14.07.2017;49,39;12.07.2016;54,75
17.12.2014;76,36;15.12.2017;56,78;06.06.2014;94,14;06.06.2013;89,91;;;;;17.07.2017;49,1;13.07.2016;53,11
18.12.2014;76,35;18.12.2017;57,49;09.06.2014;94,47;07.06.2013;89,74;;;;;18.07.2017;49,12;14.07.2016;53,5
19.12.2014;79,16;19.12.2017;58,01;10.06.2014;94,66;10.06.2013;90,11;;;;;19.07.2017;49,58;15.07.2016;53,15
22.12.2014;79,21;20.12.2017;58;11.06.2014;94,89;11.06.2013;89,45;;;;;20.07.2017;49,18;18.07.2016;52,63
23.12.2014;80,7;21.12.2017;58,25;12.06.2014;95,03;12.06.2013;89,84;;;;;21.07.2017;48,3;19.07.2016;52,98
24.12.2014;80,81;22.12.2017;58,58;13.06.2014;94,83;13.06.2013;89,49;;;;;24.07.2017;48,75;20.07.2016;53,53
26.12.2014;80,37;26.12.2017;59,4;16.06.2014;95,92;14.06.2013;89,33;;;;;25.07.2017;49,69;21.07.2016;52,75
29.12.2014;79,84;27.12.2017;59,27;17.06.2014;97,31;17.06.2013;89,39;;;;;26.07.2017;49,98;22.07.2016;52,46
30.12.2014;80,04;28.12.2017;59,32;18.06.2014;97,73;18.06.2013;89,25;;;;;27.07.2017;49,99;25.07.2016;52,09
31.12.2014;80,14;29.12.2017;59,14;19.06.2014;98,1;19.06.2013;89,03;;;;;28.07.2017;50,12;26.07.2016;51,87
02.01.2015;79,57;02.01.2018;59,16;20.06.2014;98,16;20.06.2013;86,82;;;;;31.07.2017;50,62;27.07.2016;50,72
05.01.2015;78,77;03.01.2018;59,46;23.06.2014;98,56;21.06.2013;86,18;;;;;01.08.2017;50,04;28.07.2016;49,73
06.01.2015;77,13;04.01.2018;59,52;24.06.2014;99,23;24.06.2013;87,16;;;;;02.08.2017;50,28;29.07.2016;49,89
07.01.2015;75,91;05.01.2018;59,73;25.06.2014;99,03;25.06.2013;87,54;;;;;03.08.2017;49,86;01.08.2016;48,93
08.01.2015;75,16;08.01.2018;60,08;26.06.2014;98,41;26.06.2013;87,71;;;;;04.08.2017;50,3;02.08.2016;48,63
09.01.2015;76,06;09.01.2018;60,67;27.06.2014;98,68;27.06.2013;87,5;;;;;07.08.2017;50,26;03.08.2016;49,4
12.01.2015;74,8;10.01.2018;60,54;30.06.2014;98,38;28.06.2013;86,84;;;;;08.08.2017;49,97;04.08.2016;49,9
13.01.2015;75,12;11.01.2018;60,48;01.07.2014;98,89;01.07.2013;86,02;;;;;09.08.2017;50,16;05.08.2016;49,94
14.01.2015;75,42;12.01.2018;60,85;02.07.2014;98,87;02.07.2013;86,79;;;;;10.08.2017;49,17;08.08.2016;50,74
15.01.2015;73,91;15.01.2018;61,49;03.07.2014;98,91;03.07.2013;86,66;;;;;11.08.2017;49,26;09.08.2016;50,61
16.01.2015;75,25;16.01.2018;60,89;04.07.2014;98,66;04.07.2013;86,75;;;;;14.08.2017;48,47;10.08.2016;50,21
19.01.2015;75;17.01.2018;61,1;07.07.2014;98,91;05.07.2013;86,39;;;;;15.08.2017;48,47;11.08.2016;51,47
20.01.2015;74,29;18.01.2018;61,24;08.07.2014;98,27;08.07.2013;86,66;;;;;16.08.2017;48,03;12.08.2016;52
21.01.2015;74,69;19.01.2018;61,09;09.07.2014;98,39;09.07.2013;86,76;;;;;17.08.2017;48,17;15.08.2016;52,72
22.01.2015;74,02;22.01.2018;61,28;10.07.2014;98,29;10.07.2013;87,43;;;;;18.08.2017;49,43;16.08.2016;53,4
23.01.2015;74,8;23.01.2018;61,7;11.07.2014;98,43;11.07.2013;88,01;;;;;21.08.2017;48,36;17.08.2016;54,05
26.01.2015;74,51;24.01.2018;61,43;14.07.2014;99,39;12.07.2013;87,67;;;;;22.08.2017;49,02;18.08.2016;54,92
27.01.2015;75,48;25.01.2018;61,48;15.07.2014;98,78;15.07.2013;87,28;;;;;23.08.2017;49,54;19.08.2016;55,01
28.01.2015;75,16;26.01.2018;61,3;16.07.2014;98,1;16.07.2013;87,05;;;;;24.08.2017;48,97;22.08.2016;53,73
29.01.2015;75,92;29.01.2018;60,84;17.07.2014;97,21;17.07.2013;86,94;;;;;25.08.2017;49,28;23.08.2016;54,47
30.01.2015;77,83;30.01.2018;60,24;18.07.2014;96,59;18.07.2013;86,99;;;;;28.08.2017;48,63;24.08.2016;53,66
02.02.2015;78,43;31.01.2018;60,36;21.07.2014;98,3;19.07.2013;87,05;;;;;29.08.2017;49,11;25.08.2016;53,97
03.02.2015;80,45;01.02.2018;60,59;22.07.2014;97,54;22.07.2013;87,19;;;;;30.08.2017;48,63;26.08.2016;54,25
04.02.2015;79,12;02.02.2018;59,58;23.07.2014;98,33;23.07.2013;87,71;;;;;31.08.2017;50,27;29.08.2016;53,65
05.02.2015;80,49;05.02.2018;59,21;24.07.2014;98,14;24.07.2013;87,8;;;;;01.09.2017;50,37;30.08.2016;53,02
06.02.2015;80,49;06.02.2018;58,61;25.07.2014;98,22;25.07.2013;88,34;;;;;05.09.2017;50,73;31.08.2016;51,4
09.02.2015;80,36;07.02.2018;57,85;28.07.2014;97,93;26.07.2013;89,2;;;;;06.09.2017;50,92;01.09.2016;50,11
10.02.2015;79,83;08.02.2018;57,65;29.07.2014;98,59;29.07.2013;89,14;;;;;07.09.2017;50,97;02.09.2016;51,32
11.02.2015;79,7;09.02.2018;56,48;30.07.2014;98,85;30.07.2013;89,13;;;;;08.09.2017;50,11;06.09.2016;51,72
12.02.2015;80,9;12.02.2018;56,49;31.07.2014;98,59;31.07.2013;88,98;;;;;11.09.2017;50,37;07.09.2016;52,54
13.02.2015;80,22;13.02.2018;56,82;01.08.2014;99,03;01.08.2013;88,67;;;;;12.09.2017;50,4;08.09.2016;54,28
16.02.2015;80,27;14.02.2018;57,17;04.08.2014;98,69;02.08.2013;88,72;;;;;13.09.2017;50,8;09.09.2016;52,66
17.02.2015;80,58;15.02.2018;57,13;05.08.2014;98,52;05.08.2013;89,03;;;;;14.09.2017;51,13;12.09.2016;53,04
18.02.2015;80,11;16.02.2018;57,53;06.08.2014;98,55;06.08.2013;88,88;;;;;15.09.2017;51,32;13.09.2016;52,35
19.02.2015;79,81;19.02.2018;58,05;07.08.2014;99,28;07.08.2013;88,65;;;;;18.09.2017;50,98;14.09.2016;51,46
20.02.2015;80,49;20.02.2018;58,15;08.08.2014;98,78;08.08.2013;89,26;;;;;19.09.2017;50,72;15.09.2016;51,92
23.02.2015;80,33;21.02.2018;58,25;11.08.2014;98,78;09.08.2013;89,11;;;;;20.09.2017;51,05;16.09.2016;51,16
24.02.2015;80,84;22.02.2018;58,59;12.08.2014;98,44;12.08.2013;89,04;;;;;21.09.2017;51,11;19.09.2016;51,39
25.02.2015;81,43;23.02.2018;59,4;13.08.2014;98,98;13.08.2013;89,08;;;;;22.09.2017;51,17;20.09.2016;51,35
26.02.2015;81,22;26.02.2018;59,88;14.08.2014;98,07;14.08.2013;89,25;;;;;25.09.2017;51,62;21.09.2016;51,83
27.02.2015;81,34;27.02.2018;59,46;15.08.2014;98,55;15.08.2013;89,14;;;;;26.09.2017;51,52;22.09.2016;52,77
02.03.2015;80,33;28.02.2018;57,86;18.08.2014;98,31;16.08.2013;89,02;;;;;27.09.2017;51,57;23.09.2016;51,32
03.03.2015;80,92;01.03.2018;57,5;19.08.2014;98,13;19.08.2013;88,72;;;;;28.09.2017;51,07;26.09.2016;52,44
04.03.2015;79,76;02.03.2018;57,8;20.08.2014;97,78;20.08.2013;89,12;;;;;29.09.2017;51,09;27.09.2016;51,46
05.03.2015;78,69;05.03.2018;58,68;21.08.2014;97,51;21.08.2013;89,22;;;;;02.10.2017;50,36;28.09.2016;53,19
06.03.2015;77,79;06.03.2018;58,84;22.08.2014;97,48;22.08.2013;88,91;;;;;03.10.2017;50,27;29.09.2016;53,55
09.03.2015;77,25;07.03.2018;57,98;25.08.2014;97,6;23.08.2013;88,43;;;;;04.10.2017;50,31;30.09.2016;54,01
10.03.2015;76,72;08.03.2018;57,79;26.08.2014;97,28;26.08.2013;88,71;;;;;05.10.2017;50,98;03.10.2016;54,46
11.03.2015;77,08;09.03.2018;58,97;27.08.2014;97,15;27.08.2013;88,66;;;;;06.10.2017;49,93;04.10.2016;54,58
12.03.2015;77,58;12.03.2018;58,84;28.08.2014;96,33;28.08.2013;88,39;;;;;09.10.2017;50,19;05.10.2016;55,18
13.03.2015;76,77;13.03.2018;58,84;29.08.2014;96,23;29.08.2013;88,2;;;;;10.10.2017;50,87;06.10.2016;55,42
16.03.2015;77,35;14.03.2018;59,02;01.09.2014;96,16;30.08.2013;88,79;;;;;11.10.2017;51,18;07.10.2016;55,14
17.03.2015;76,61;15.03.2018;58,98;02.09.2014;95,8;02.09.2013;89,31;;;;;12.10.2017;50,79;10.10.2016;55,69
18.03.2015;77,6;16.03.2018;59,37;03.09.2014;96,35;03.09.2013;88,84;;;;;13.10.2017;51,21;11.10.2016;55,05
19.03.2015;77,15;19.03.2018;58,99;04.09.2014;96,17;04.09.2013;89,12;;;;;16.10.2017;51,29;12.10.2016;54,74
20.03.2015;77,59;20.03.2018;59,59;05.09.2014;96,19;05.09.2013;89,05;;;;;17.10.2017;51;13.10.2016;54,98
23.03.2015;78,06;21.03.2018;60,91;08.09.2014;96,78;06.09.2013;88,96;;;;;18.10.2017;51,22;14.10.2016;54,86
24.03.2015;77,25;22.03.2018;60,56;09.09.2014;97,35;09.09.2013;88,34;;;;;19.10.2017;50,77;17.10.2016;54,84
25.03.2015;77,29;23.03.2018;61,36;10.09.2014;97,86;10.09.2013;88,49;;;;;20.10.2017;50,92;18.10.2016;55,28
26.03.2015;77,44;26.03.2018;61,18;11.09.2014;96,9;11.09.2013;88,47;;;;;23.10.2017;50,79;19.10.2016;55,89
27.03.2015;75,61;27.03.2018;61,34;12.09.2014;96,68;12.09.2013;88,72;;;;;24.10.2017;51,28;20.10.2016;55,2
30.03.2015;76,25;28.03.2018;61,04;15.09.2014;96,62;13.09.2013;88,71;;;;;25.10.2017;51,23;21.10.2016;55,74
31.03.2015;75,66;29.03.2018;61,14;16.09.2014;96,76;16.09.2013;88,74;;;;;26.10.2017;51,39;24.10.2016;55,89
01.04.2015;76,15;02.04.2018;59,82;17.09.2014;97;17.09.2013;88,63;;;;;27.10.2017;51,93;25.10.2016;55,51
02.04.2015;75,19;03.04.2018;60,46;18.09.2014;97,14;18.09.2013;88,59;;;;;30.10.2017;52,01;26.10.2016;54,68
06.04.2015;75,24;04.04.2018;60,46;19.09.2014;97,01;19.09.2013;88,67;;;;;31.10.2017;51,93;27.10.2016;54,77
07.04.2015;73,89;05.04.2018;60,81;22.09.2014;97,06;20.09.2013;88,76;;;;;01.11.2017;51,62;28.10.2016;54,1
08.04.2015;73,28;06.04.2018;59,87;23.09.2014;96,7;23.09.2013;88,84;;;;;02.11.2017;51,79;31.10.2016;52,61
09.04.2015;74,38;09.04.2018;60,45;24.09.2014;96,43;24.09.2013;89,01;;;;;03.11.2017;52,41;01.11.2016;52,5
10.04.2015;74,87;10.04.2018;61,38;25.09.2014;96,19;25.09.2013;88,74;;;;;06.11.2017;53,33;02.11.2016;51,72
13.04.2015;74,18;11.04.2018;62,27;26.09.2014;95,12;26.09.2013;89,23;;;;;07.11.2017;53,48;03.11.2016;51,22
14.04.2015;74,02;12.04.2018;61,84;29.09.2014;94,18;27.09.2013;88,68;;;;;08.11.2017;53,67;04.11.2016;50,73
15.04.2015;75,27;13.04.2018;62,15;30.09.2014;93,51;30.09.2013;88,73;;;;;09.11.2017;53,87;07.11.2016;51,38
16.04.2015;75,1;16.04.2018;61,75;01.10.2014;93,64;01.10.2013;88,98;;;;;10.11.2017;54,04;08.11.2016;51,63
17.04.2015;74,56;17.04.2018;61,82;02.10.2014;93,07;02.10.2013;88,97;;;;;13.11.2017;54,23;09.11.2016;52,16
20.04.2015;74,61;18.04.2018;62,5;03.10.2014;92,86;03.10.2013;88,66;;;;;14.11.2017;53,26;10.11.2016;51,83
21.04.2015;74,74;19.04.2018;63,02;06.10.2014;93,72;04.10.2013;89,02;;;;;15.11.2017;53,01;11.11.2016;50,64
22.04.2015;75,31;20.04.2018;63,17;07.10.2014;93,5;07.10.2013;89,17;;;;;16.11.2017;52,76;14.11.2016;50
23.04.2015;76,37;23.04.2018;63,7;08.10.2014;93,72;08.10.2013;88,75;;;;;17.11.2017;53,32;15.11.2016;51,61
24.04.2015;75,35;24.04.2018;63,1;09.10.2014;93,82;09.10.2013;88,85;;;;;20.11.2017;53,03;16.11.2016;51,3
27.04.2015;75,19;25.04.2018;63,21;10.10.2014;94,15;10.10.2013;88,72;;;;;21.11.2017;53,09;17.11.2016;51,51
28.04.2015;75,14;26.04.2018;63,47;13.10.2014;94,54;11.10.2013;88,92;;;;;22.11.2017;53,62;18.11.2016;51,77
29.04.2015;75,41;27.04.2018;63,39;14.10.2014;94,26;14.10.2013;88,62;;;;;24.11.2017;54,1;21.11.2016;53,26
30.04.2015;75,18;30.04.2018;64,04;15.10.2014;92,74;15.10.2013;88,65;;;;;27.11.2017;54,18;22.11.2016;53,39
01.05.2015;75,25;01.05.2018;63,55;16.10.2014;91,64;16.10.2013;87,94;;;;;28.11.2017;54,17;23.11.2016;53,29
04.05.2015;75,63;02.05.2018;63,5;17.10.2014;92,02;17.10.2013;87,98;;;;;29.11.2017;53,73;25.11.2016;51,76
05.05.2015;76,23;03.05.2018;63,67;20.10.2014;91,11;18.10.2013;88,73;;;;;30.11.2017;53,75;28.11.2016;52,63
06.05.2015;76,2;04.05.2018;64,9;21.10.2014;89,62;21.10.2013;89,05;;;;;01.12.2017;54,15;29.11.2016;50,99
07.05.2015;75,78;07.05.2018;65,71;22.10.2014;89,14;22.10.2013;88,85;;;;;04.12.2017;53,79;30.11.2016;53,68
08.05.2015;76,08;08.05.2018;64,84;23.10.2014;89,99;23.10.2013;88,3;;;;;05.12.2017;54,17;01.12.2016;53,92
11.05.2015;76,03;09.05.2018;66,62;24.10.2014;90,6;24.10.2013;87,89;;;;;06.12.2017;53,37;02.12.2016;54,8
12.05.2015;75,93;10.05.2018;67,05;27.10.2014;90,97;25.10.2013;88,18;;;;;07.12.2017;53,94;05.12.2016;55,36
13.05.2015;76,46;11.05.2018;67,25;28.10.2014;91,33;28.10.2013;88,69;;;;;08.12.2017;54,36;06.12.2016;54,78
14.05.2015;77,16;14.05.2018;67,89;29.10.2014;91,83;29.10.2013;88,67;;;;;11.12.2017;54,58;07.12.2016;54,13
15.05.2015;77,25;15.05.2018;68,61;30.10.2014;91,57;30.10.2013;89,7;;;;;12.12.2017;53,84;08.12.2016;54,52
18.05.2015;76,73;;;31.10.2014;91,78;31.10.2013;89,55;;;;;13.12.2017;53,06;09.12.2016;54,85
19.05.2015;75,61;;;03.11.2014;91,47;01.11.2013;89,13;;;;;14.12.2017;53,62;12.12.2016;54,9
20.05.2015;76,09;;;04.11.2014;91,3;04.11.2013;89,04;;;;;15.12.2017;53,73;13.12.2016;55,28
21.05.2015;76,24;;;05.11.2014;90,84;05.11.2013;89,31;;;;;18.12.2017;54,19;14.12.2016;54,29
22.05.2015;76;;;06.11.2014;91,5;06.11.2013;89,08;;;;;19.12.2017;54,57;15.12.2016;54,29
25.05.2015;76,2;;;07.11.2014;91,12;07.11.2013;89,19;;;;;20.12.2017;54,77;16.12.2016;54,85
26.05.2015;75,93;;;10.11.2014;90,71;08.11.2013;88,78;;;;;21.12.2017;54,99;19.12.2016;55,01
27.05.2015;74,94;;;11.11.2014;90,95;11.11.2013;89,02;;;;;22.12.2017;55,33;20.12.2016;55,62
28.05.2015;75,2;;;12.11.2014;90,51;12.11.2013;89,11;;;;;26.12.2017;56,17;21.12.2016;55,01
29.05.2015;75,72;;;13.11.2014;89,1;13.11.2013;89,31;;;;;27.12.2017;56,14;22.12.2016;55,37
01.06.2015;74,97;;;14.11.2014;90,01;14.11.2013;88,99;;;;;28.12.2017;56,23;23.12.2016;55,59
02.06.2015;76,01;;;17.11.2014;89,72;15.11.2013;89,41;;;;;29.12.2017;56,52;27.12.2016;56,19
03.06.2015;75,56;;;18.11.2014;89,16;18.11.2013;89,28;;;;;02.01.2018;56,62;28.12.2016;56,36
04.06.2015;74,72;;;19.11.2014;88,85;19.11.2013;88,33;;;;;03.01.2018;57,1;29.12.2016;56,39
05.06.2015;75,83;;;20.11.2014;88,88;20.11.2013;88,76;;;;;04.01.2018;57,19;30.12.2016;56,37
08.06.2015;75,27;;;21.11.2014;90,05;21.11.2013;88,63;;;;;05.01.2018;57,31;03.01.2017;55,5
09.06.2015;76,04;;;24.11.2014;89,45;22.11.2013;88,93;;;;;08.01.2018;57,69;04.01.2017;56,59
10.06.2015;76,79;;;25.11.2014;89,03;25.11.2013;89,57;;;;;09.01.2018;58,32;05.01.2017;57,05
11.06.2015;76,08;;;26.11.2014;88,59;26.11.2013;89,56;;;;;10.01.2018;58,37;06.01.2017;57,28
12.06.2015;75,11;;;27.11.2014;86,28;27.11.2013;89,97;;;;;11.01.2018;58,48;09.01.2017;56,06
15.06.2015;75,64;;;28.11.2014;85,74;28.11.2013;90,27;;;;;12.01.2018;58,81;10.01.2017;55,43
16.06.2015;75,76;;;01.12.2014;87,54;29.11.2013;89,58;;;;;16.01.2018;58,66;11.01.2017;56,44
17.06.2015;75,88;;;02.12.2014;86,19;02.12.2013;90,21;;;;;17.01.2018;58,89;12.01.2017;56,98
18.06.2015;76,03;;;03.12.2014;85,71;03.12.2013;90,29;;;;;18.01.2018;58,94;13.01.2017;56,28
19.06.2015;75,14;;;04.12.2014;84,43;04.12.2013;89,78;;;;;19.01.2018;58,6;17.01.2017;55,93
22.06.2015;75,85;;;05.12.2014;83,51;05.12.2013;89,27;;;;;22.01.2018;58,82;18.01.2017;54,9
23.06.2015;75,84;;;08.12.2014;81,24;06.12.2013;89,82;;;;;23.01.2018;59,33;19.01.2017;55,04
24.06.2015;75,32;;;09.12.2014;81,08;09.12.2013;89,94;;;;;24.01.2018;59,44;20.01.2017;55,99
25.06.2015;74,97;;;10.12.2014;79,1;10.12.2013;90,22;;;;;25.01.2018;59,6;23.01.2017;55,67
26.06.2015;74,94;;;11.12.2014;78,68;11.12.2013;90,78;;;;;26.01.2018;59,81;24.01.2017;55,81
29.06.2015;74,49;;;12.12.2014;76,84;12.12.2013;90,29;;;;;29.01.2018;59,36;25.01.2017;55,43
30.06.2015;74,03;;;15.12.2014;75,64;13.12.2013;89,93;;;;;30.01.2018;58,6;26.01.2017;56,13
01.07.2015;73,72;;;16.12.2014;73,66;16.12.2013;89,86;;;;;31.01.2018;58,82;27.01.2017;55,44
02.07.2015;73,47;;;17.12.2014;74,19;17.12.2013;89,54;;;;;01.02.2018;59,28;30.01.2017;55,3
03.07.2015;72,62;;;18.12.2014;74,04;18.12.2013;89,44;;;;;02.02.2018;58,42;31.01.2017;55,39
06.07.2015;70,06;;;19.12.2014;76,75;19.12.2013;89,19;;;;;05.02.2018;57,88;01.02.2017;56,05
07.07.2015;70,3;;;22.12.2014;76,84;20.12.2013;89,24;;;;;06.02.2018;57,31;02.02.2017;55,85
08.07.2015;70,67;;;23.12.2014;78,39;23.12.2013;88,67;;;;;07.02.2018;56,15;03.02.2017;56,25
09.07.2015;71,85;;;24.12.2014;78,47;24.12.2013;88,58;;;;;08.02.2018;55,82;06.02.2017;55,7
10.07.2015;72,43;;;26.12.2014;77,96;26.12.2013;88,5;;;;;09.02.2018;54,18;07.02.2017;54,86
13.07.2015;72,48;;;29.12.2014;77,41;27.12.2013;88,37;;;;;12.02.2018;54,28;08.02.2017;54,9
14.07.2015;72,34;;;30.12.2014;77,6;30.12.2013;88,28;;;;;13.02.2018;54,58;09.02.2017;55,29
15.07.2015;71,57;;;31.12.2014;77,47;31.12.2013;87,84;;;;;14.02.2018;55,47;10.02.2017;55,85
16.07.2015;71,24;;;02.01.2015;76,82;02.01.2014;86,97;;;;;15.02.2018;55,43;13.02.2017;55,1
17.07.2015;70,93;;;05.01.2015;75,86;03.01.2014;87,08;;;;;16.02.2018;55,9;14.02.2017;55,17
20.07.2015;70,95;;;06.01.2015;74,19;06.01.2014;87,72;;;;;20.02.2018;56,58;15.02.2017;54,78
21.07.2015;72,02;;;07.01.2015;73,04;07.01.2014;86,95;;;;;21.02.2018;56,68;16.02.2017;54,55
22.07.2015;71,25;;;08.01.2015;72,56;08.01.2014;86,99;;;;;22.02.2018;57,29;17.02.2017;54,42
23.07.2015;70,73;;;09.01.2015;73,36;09.01.2014;87,4;;;;;23.02.2018;58,11;21.02.2017;54,24
24.07.2015;69,9;;;12.01.2015;72,01;10.01.2014;87,5;;;;;26.02.2018;58,48;22.02.2017;53,8
27.07.2015;69,99;;;13.01.2015;72,08;13.01.2014;87,58;;;;;27.02.2018;57,85;23.02.2017;54,3
28.07.2015;70,1;;;14.01.2015;72,63;14.01.2014;88,56;;;;;28.02.2018;56,3;24.02.2017;54
29.07.2015;70,05;;;15.01.2015;71,27;15.01.2014;89,42;;;;;01.03.2018;55,86;27.02.2017;54,28
30.07.2015;69,72;;;16.01.2015;72,46;16.01.2014;89,52;;;;;02.03.2018;56,29;28.02.2017;54,73
31.07.2015;69,33;;;19.01.2015;72,12;17.01.2014;89,69;;;;;05.03.2018;57,25;01.03.2017;54,58
03.08.2015;67,24;;;20.01.2015;71,48;20.01.2014;89,84;;;;;06.03.2018;57,29;02.03.2017;53,92
04.08.2015;67,03;;;21.01.2015;71,85;21.01.2014;90,11;;;;;07.03.2018;56,29;03.03.2017;54,4
05.08.2015;66,65;;;22.01.2015;71,25;22.01.2014;91,07;;;;;08.03.2018;55,96;06.03.2017;54,5
06.08.2015;66,88;;;23.01.2015;71,91;23.01.2014;90,7;;;;;09.03.2018;57,26;07.03.2017;54,37
07.08.2015;66,94;;;26.01.2015;71,69;24.01.2014;91,2;;;;;12.03.2018;57,14;08.03.2017;52,1
10.08.2015;67,66;;;27.01.2015;72,55;27.01.2014;91,26;;;;;13.03.2018;56,91;09.03.2017;51,27
11.08.2015;67;;;28.01.2015;72;28.01.2014;91,71;;;;;14.03.2018;57,17;10.03.2017;50,42
12.08.2015;67,48;;;29.01.2015;72,56;29.01.2014;91,57;;;;;15.03.2018;57,18;13.03.2017;50,58
13.08.2015;67,57;;;30.01.2015;74,57;30.01.2014;91,13;;;;;16.03.2018;57,73;14.03.2017;50,09
14.08.2015;67,67;;;02.02.2015;75,23;31.01.2014;90,69;;;;;19.03.2018;57,41;15.03.2017;50,48
17.08.2015;67,68;;;03.02.2015;77,26;03.02.2014;90,83;;;;;20.03.2018;58,2;16.03.2017;50,15
18.08.2015;67,18;;;04.02.2015;75,68;04.02.2014;91;;;;;21.03.2018;59,45;17.03.2017;50,12
19.08.2015;65,87;;;05.02.2015;76,91;05.02.2014;91,6;;;;;22.03.2018;59,12;20.03.2017;50,05
20.08.2015;64,32;;;06.02.2015;76,92;06.02.2014;91,68;;;;;23.03.2018;60,09;21.03.2017;49,87
21.08.2015;62,62;;;09.02.2015;77,24;07.02.2014;92,44;;;;;26.03.2018;59,89;22.03.2017;49,99
24.08.2015;61,37;;;10.02.2015;76,74;10.02.2014;91,64;;;;;27.03.2018;60,02;23.03.2017;49,74
25.08.2015;62,03;;;11.02.2015;76,46;11.02.2014;92,13;;;;;28.03.2018;59,43;24.03.2017;49,91
26.08.2015;62,17;;;12.02.2015;77,7;12.02.2014;92,16;;;;;29.03.2018;59,67;27.03.2017;49,92
27.08.2015;65,47;;;13.02.2015;77,14;13.02.2014;92,55;;;;;02.04.2018;58,28;28.03.2017;50,07
28.08.2015;67,35;;;16.02.2015;77,14;14.02.2014;92,51;;;;;03.04.2018;58,88;29.03.2017;50,66
31.08.2015;69,93;;;17.02.2015;77,48;17.02.2014;92,69;;;;;04.04.2018;58,91;30.03.2017;51,33
01.09.2015;65,85;;;18.02.2015;76,77;18.02.2014;92,13;;;;;05.04.2018;59,33;31.03.2017;51,65
02.09.2015;66,73;;;19.02.2015;76,24;19.02.2014;92,04;;;;;06.04.2018;58,29;03.04.2017;51,76
03.09.2015;66,52;;;20.02.2015;76,88;20.02.2014;92,13;;;;;09.04.2018;59,24;04.04.2017;52,35
04.09.2015;65,16;;;23.02.2015;76,69;21.02.2014;92,06;;;;;10.04.2018;60,14;05.04.2017;52,4
07.09.2015;63,93;;;24.02.2015;77,14;24.02.2014;92,35;;;;;11.04.2018;61,12;06.04.2017;52,75
08.09.2015;65,57;;;25.02.2015;77,92;25.02.2014;91,95;;;;;12.04.2018;61,01;07.04.2017;53,04
09.09.2015;64,49;;;26.02.2015;77,53;26.02.2014;91,84;;;;;13.04.2018;61,32;10.04.2017;53,71
10.09.2015;65,75;;;27.02.2015;77,86;27.02.2014;92,14;;;;;16.04.2018;60,81;11.04.2017;54,05
11.09.2015;65,32;;;02.03.2015;76,63;28.02.2014;92,28;;;;;17.04.2018;61,13;12.04.2017;54,13
14.09.2015;64,05;;;03.03.2015;77,3;03.03.2014;92,06;;;;;18.04.2018;62,1;13.04.2017;54,21
15.09.2015;64,23;;;04.03.2015;76,21;04.03.2014;91,55;;;;;19.04.2018;62,27;17.04.2017;53,91
