Bloomberg Index;;Precious;;Industrial;;Energy;;S&P Index;;Precious;;Industrial;;Crude Oil;;Natural Gas;;Agriculture;;Agriculture + Livestock;;Livestock;;Energy;;Copper;;Aluminium;;Gold;
Date;BCOM Index;Date;BCOMPR Index;Date;BCOMIN Index;Date;BCOMEN Index;Date;SPGSCI Index;Date;SPGSPM Index;Date;SPGSIN Index;Date;SPGSCL Index;Date;SPGSNG Index;Date;SPGSAG Index;Date;SPGSAL Index;Date;SPGSLV Index;Date;SPGSEN Index;Date;SPGSIC Index;Date;SPGSIA Index;Date;SPGSGC Index
31.01.1991;94,4086;31.01.1991;93,1821;31.01.1991;92,8314;31.01.1991;86,1541;30.01.1970;102,19;31.01.1973;99,951;31.01.1977;101,41;30.01.1987;102,76;31.01.1994;119,58;30.01.1970;98,5501;30.01.1970;102,1943;30.01.1970;104,8271;31.01.1983;89,9563;31.01.1977;101,41;31.01.1991;94,8;31.01.1978;104,157
28.02.1991;95,9035;28.02.1991;92,4301;28.02.1991;97,7523;28.02.1991;85,6199;27.02.1970;104,37;28.02.1973;124,511;28.02.1977;107,99;27.02.1987;90,98;28.02.1994;103,38;27.02.1970;100,9341;27.02.1970;104,3727;27.02.1970;106,8569;28.02.1983;85,402;28.02.1977;107,99;28.02.1991;99,44;28.02.1978;107,3591
29.03.1991;96,1254;29.03.1991;90,7646;29.03.1991;93,3741;29.03.1991;89,6383;31.03.1970;104,69;30.03.1973;107,617;31.03.1977;110,66;31.03.1987;103,2;31.03.1994;97,15;31.03.1970;99,6591;31.03.1970;104,6938;31.03.1970;108,3312;31.03.1983;90,6728;31.03.1977;110,66;29.03.1991;91,81;31.03.1978;108,4071
30.04.1991;96,0553;30.04.1991;91,1159;30.04.1991;91,9417;30.04.1991;93,3014;30.04.1970;102,53;30.04.1973;106,543;29.04.1977;100,47;30.04.1987;102,65;29.04.1994;96,78;30.04.1970;101,0825;30.04.1970;102,5263;30.04.1970;103,5694;29.04.1983;96,478;29.04.1977;100,47;30.04.1991;86,76;28.04.1978;99,3246
31.05.1991;94,5573;31.05.1991;92,578;31.05.1991;84,3891;31.05.1991;94,1063;29.05.1970;99,43;31.05.1973;126,806;31.05.1977;94,67;29.05.1987;106,22;31.05.1994;89,76;29.05.1970;98,3304;29.05.1970;99,4307;29.05.1970;100,2257;31.05.1983;94,9113;31.05.1977;94,67;31.05.1991;80,18;31.05.1978;108,8728
28.06.1991;91,8192;28.06.1991;95,4897;28.06.1991;87,5802;28.06.1991;89,3731;30.06.1970;105,54;29.06.1973;132,861;30.06.1977;95,3;30.06.1987;111,2;30.06.1994;102,26;30.06.1970;104,3293;30.06.1970;105,5366;30.06.1970;106,4088;30.06.1983;99,6357;30.06.1977;95,3;28.06.1991;85,33;30.06.1978;106,9516
31.07.1991;95,2679;31.07.1991;91,833;31.07.1991;86,4376;31.07.1991;94,4148;31.07.1970;100,15;31.07.1973;141,65;29.07.1977;88,24;31.07.1987;117,12;29.07.1994;88,63;31.07.1970;104,1622;31.07.1970;100,1548;31.07.1970;97,2597;29.07.1983;102,7204;29.07.1977;88,24;31.07.1991;81,42;31.07.1978;122,1472
30.08.1991;94,992;30.08.1991;86,9166;30.08.1991;86,5497;30.08.1991;98,7768;31.08.1970;105,25;31.08.1973;131,347;31.08.1977;86,83;31.08.1987;108,13;31.08.1994;74,26;31.08.1970;116,6359;31.08.1970;105,2481;31.08.1970;97,0211;31.08.1983;103,5463;31.08.1977;86,83;30.08.1991;80,72;31.08.1978;122,6129
30.09.1991;95,7925;30.09.1991;89,6321;30.09.1991;84,3157;30.09.1991;100,1737;30.09.1970;105,66;28.09.1973;137,792;30.09.1977;88,4;30.09.1987;107,37;30.09.1994;77,58;30.09.1970;117,1593;30.09.1970;105,6585;30.09.1970;97,3498;30.09.1983;98,7369;30.09.1977;88,4;30.09.1991;74,33;29.09.1978;128,6097
31.10.1991;96,239;31.10.1991;89,6031;31.10.1991;84,5318;31.10.1991;104,0254;30.10.1970;104,88;31.10.1973;140,673;31.10.1977;86,21;30.10.1987;109,39;31.10.1994;91,3;30.10.1970;119,5404;30.10.1970;104,8757;30.10.1970;94,2814;31.10.1983;98,7977;31.10.1977;86,21;31.10.1991;74,64;31.10.1978;140,1374
29.11.1991;93,4482;29.11.1991;90,7973;29.11.1991;83,3067;29.11.1991;96,6901;30.11.1970;104,33;30.11.1973;147,314;30.11.1977;90,75;30.11.1987;101,45;30.11.1994;79,36;30.11.1970;119,9803;30.11.1970;104,3265;30.11.1970;93,0176;30.11.1983;94,0491;30.11.1977;90,75;29.11.1991;71,12;30.11.1978;114,3456
31.12.1991;89,2103;31.12.1991;86,7498;31.12.1991;81,8423;31.12.1991;84,0297;31.12.1970;104,91;31.12.1973;160,986;30.12.1977;94,51;31.12.1987;91,53;30.12.1994;80,77;31.12.1970;119,3981;31.12.1970;104,9144;31.12.1970;94,4509;30.12.1983;100,3765;30.12.1977;94,51;31.12.1991;72,66;29.12.1978;133,3256
31.01.1992;90,6856;31.01.1992;88,7337;31.01.1992;85,1089;31.01.1992;83,5198;29.01.1971;110,19;31.01.1974;198,242;31.01.1978;90,91;29.01.1988;92,84;31.01.1995;63,4;29.01.1971;118,6948;29.01.1971;110,1928;29.01.1971;104,2515;31.01.1984;105,3923;31.01.1978;90,91;31.01.1992;78,47;31.01.1979;137,7504
28.02.1992;90,4265;28.02.1992;87,4286;28.02.1992;88,9053;28.02.1992;82,1235;26.02.1971;108,53;28.02.1974;287,012;28.02.1978;88,56;29.02.1988;87,75;28.02.1995;69,44;26.02.1971;116,6452;26.02.1971;108,5318;26.02.1971;102,8761;29.02.1984;94,547;28.02.1978;88,56;28.02.1992;82,96;28.02.1979;147,2403
31.03.1992;90,9301;31.03.1992;85,5978;31.03.1992;88,125;31.03.1992;85,7612;31.03.1971;107,98;29.03.1974;262,158;31.03.1978;94,98;31.03.1988;93,61;31.03.1995;78,89;31.03.1971;113,1441;31.03.1971;107,9842;31.03.1971;104,5507;30.03.1984;94,8628;31.03.1978;94,98;31.03.1992;83,07;30.03.1979;141,9422
30.04.1992;91,3891;30.04.1992;83,3018;30.04.1992;87,7985;30.04.1992;91,0641;30.04.1971;107,43;30.04.1974;280,274;28.04.1978;94,2;29.04.1988;98,6;28.04.1995;77,82;30.04.1971;110,0718;30.04.1971;107,4321;30.04.1971;105,8946;30.04.1984;94,4256;28.04.1978;94,2;30.04.1992;82,69;30.04.1979;145,0862
29.05.1992;94,2308;29.05.1992;83,162;29.05.1992;88,5782;29.05.1992;97,7045;31.05.1971;107,94;31.05.1974;240,967;31.05.1978;102,35;31.05.1988;95,97;31.05.1995;80,44;31.05.1971;114,4087;31.05.1971;107,9422;31.05.1971;103,5245;31.05.1984;99,5385;31.05.1978;102,35;29.05.1992;83,74;31.05.1979;163,6586
30.06.1992;94,307;30.06.1992;84,2292;30.06.1992;92,9092;30.06.1992;95,0215;30.06.1971;106,15;28.06.1974;234,375;30.06.1978;94,2;30.06.1988;83,09;30.06.1995;71,64;30.06.1971;114,6076;30.06.1971;106,1478;30.06.1971;100,2213;29.06.1984;94,6684;30.06.1978;94,2;30.06.1992;83,29;29.06.1979;165,2306
31.07.1992;93,7125;31.07.1992;85,791;31.07.1992;93,7963;31.07.1992;99,4286;30.07.1971;105,08;31.07.1974;244,238;31.07.1978;98,75;29.07.1988;89,39;31.07.1995;75,57;30.07.1971;106,6522;30.07.1971;105,0811;30.07.1971;104,3385;31.07.1984;87,9645;31.07.1978;98,75;31.07.1992;84,54;31.07.1979;173,0904
31.08.1992;92,463;31.08.1992;81,7712;31.08.1992;92,8705;31.08.1992;99,4539;31.08.1971;104,44;30.08.1974;209,717;31.08.1978;102,27;31.08.1988;83,2;31.08.1995;81,84;31.08.1971;103,4564;31.08.1971;104,4374;31.08.1971;105,6142;31.08.1984;96,223;31.08.1978;102,27;31.08.1992;83,49;31.08.1979;190,2073
30.09.1992;93,5965;30.09.1992;82,4412;30.09.1992;87,9829;30.09.1992;104,7164;30.09.1971;103,58;30.09.1974;216,065;29.09.1978;105,33;30.09.1988;73,28;29.09.1995;81,94;30.09.1971;100,5972;30.09.1971;103,5799;30.09.1971;106,2607;28.09.1984;100,9473;29.09.1978;105,33;30.09.1992;80,3;28.09.1979;235,503
30.10.1992;90,6246;30.10.1992;80,8529;30.10.1992;81,6187;30.10.1992;99,0248;29.10.1971;108,04;31.10.1974;236,572;31.10.1978;110,03;31.10.1988;74,43;31.10.1995;87,37;29.10.1971;107,5161;29.10.1971;108,0388;29.10.1971;108,8856;31.10.1984;95,9558;31.10.1978;110,03;30.10.1992;73,84;31.10.1979;224,5575
30.11.1992;89,6207;30.11.1992;79,6783;30.11.1992;80,6488;30.11.1992;93,8618;30.11.1971;108,29;29.11.1974;231,446;30.11.1978;107,21;30.11.1988;83,96;30.11.1995;94,48;30.11.1971;105,7115;30.11.1971;108,2907;30.11.1971;110,6874;30.11.1984;93,0411;30.11.1978;107,21;30.11.1992;76,88;30.11.1979;250,6404
31.12.1992;89,3243;31.12.1992;78,7772;31.12.1992;82,5417;31.12.1992;91,9917;31.12.1971;111,93;31.12.1974;218,262;29.12.1978;111,36;30.12.1988;94,49;29.12.1995;122,62;31.12.1971;109,8756;31.12.1971;111,9284;31.12.1971;113,9439;31.12.1984;89,0454;29.12.1978;111,36;31.12.1992;79,35;31.12.1979;314,9744
29.01.1993;88,9376;29.01.1993;78,0072;29.01.1993;80,2345;29.01.1993;93,7965;31.01.1972;113,01;31.01.1975;200,436;31.01.1979;123,67;31.01.1989;93,34;31.01.1996;124,45;31.01.1972;109,615;31.01.1972;113,0091;31.01.1972;116,0491;31.01.1985;87,1023;31.01.1979;123,67;29.01.1993;77,14;31.01.1980;409,8742
26.02.1993;89,831;26.02.1993;77,2076;26.02.1993;78,1179;26.02.1993;96,6687;29.02.1972;111,56;28.02.1975;220,455;28.02.1979;145,3;28.02.1989;99,47;29.02.1996;104,69;29.02.1972;107,1822;29.02.1972;111,5565;29.02.1972;115,3169;28.02.1985;87,2237;28.02.1979;145,3;26.02.1993;76,6;29.02.1980;372,6129
31.03.1993;91,7139;31.03.1993;80,4909;31.03.1993;76,306;31.03.1993;98,6602;31.03.1972;111,28;31.03.1975;208,736;30.03.1979;148,28;31.03.1989;110,65;29.03.1996;109,37;31.03.1972;109,4433;31.03.1972;111,2755;31.03.1972;113,1488;29.03.1985;92,0087;30.03.1979;148,28;31.03.1993;72,36;31.03.1980;302,1658
30.04.1993;92,3398;30.04.1993;86,4927;30.04.1993;71,5253;30.04.1993;101,6144;28.04.1972;112,97;30.04.1975;213,131;30.04.1979;146,71;28.04.1989;111,91;30.04.1996;104,13;28.04.1972;106,504;28.04.1972;112,9687;28.04.1972;118,2863;30.04.1985;87,5273;30.04.1979;146,71;30.04.1993;71,61;30.04.1980;295,1793
31.05.1993;90,4797;31.05.1993;91,2982;31.05.1993;68,8556;31.05.1993;97,0191;31.05.1972;113,44;30.05.1975;220,699;31.05.1979;124,61;31.05.1989;109,07;31.05.1996;112,65;31.05.1972;105,4538;31.05.1972;113,4426;31.05.1972;119,893;31.05.1985;86,58;31.05.1979;124,61;31.05.1993;72,39;30.05.1980;323,1253
30.06.1993;89,9342;30.06.1993;90,7095;30.06.1993;72,0978;30.06.1993;92,4063;30.06.1972;115,88;30.06.1975;228,267;29.06.1979;127,43;30.06.1989;111,09;28.06.1996;136,3;30.06.1972;103,9471;30.06.1972;115,8823;30.06.1972;125,2717;28.06.1985;83,1431;29.06.1979;127,43;30.06.1993;78,66;30.06.1980;380,7639
30.07.1993;91,2514;30.07.1993;100,2423;30.07.1993;71,1257;30.07.1993;87,9832;31.07.1972;111,29;31.07.1975;246,821;31.07.1979;127,43;31.07.1989;100,35;31.07.1996;101,27;31.07.1972;108,776;31.07.1972;111,2916;31.07.1972;113,6718;31.07.1985;85,8635;31.07.1979;127,43;30.07.1993;76,85;31.07.1980;373,7774
31.08.1993;89,4489;31.08.1993;90,9566;31.08.1993;67,9573;31.08.1993;89,8608;31.08.1972;118,53;29.08.1975;228,267;31.08.1979;144,36;31.08.1989;103,2;30.08.1996;87,04;31.08.1972;125,169;31.08.1972;118,5313;31.08.1972;114,1547;30.08.1985;94,6442;31.08.1979;144,36;31.08.1993;73,49;29.08.1980;381,9283
